Indonesian,Javanese
"Saat musim hujan, jalanan menjadi licin dan berbahaya untuk dilalui.","Sawetara musim ujan, jalanane dadi licin lan pengker kanthi risiko kanggo ditempuhi."
"Setiap tahun, kota ini mengadakan festival kuliner dan atraksi budaya.","Setiap warsa, kutha iki ngadakan festival kuliner lan atraksi budaya."
Saya suka membaca buku tentang sejarah dan juga novel fiksi.,Aku seneng moco buku babagan sejarah lan uga novel fiksi.
Ia lalu menemukan sebuah toko kecil yang menjual pakaian bekas dengan harga yang sangat murah.,Dheweke banjur nemokake warung cilik sing jualan baju bekas karo harga sing amat murah.
"Tidak lama lagi, kita akan bertemu dengan kawan-kawan baru.","Ora luwih saka siki, kita bakal mripat karo teman-teman anyar."
Ayah dan ibuku berpakaian bagus untuk pergi ke pesta.,Bapak lan ibuku njuwari dandanan apik kanggo piye nang pesta.
Banyak penonton yang terkesima dengan penampilan musikal yang menampilkan lagu-lagu daerah.,Saget luwih saka penonton sing ngawiraken kanthi penampilan musikal ing ngomongake lagu-lagu daerah.
"Saya ingin membeli buku tentang sejarah Indonesia, tetapi tidak tahu judulnya.","Aku pengin mbeli buku mengenai sejarah Indonesia, nanging ora weroh nami judhulane."
Pemandangan alam yang indah dan sepi membuat tempat ini ekologis dan menyenangkan untuk dijelajahi,Ngelmu cetha alam sing apik lan sepi ngetokake kono sithik ekologis lan kersane raman kanggo dijelajahi.
"Ayah membelikan adik sepasang sepatu baru, sedangkan saya hanya diberi sandal jepit.","Bapak bakalak adhe kapisan wadhah sepatu anyar, sapanjang kula runtut dadi dikasih sendhel jepit."
Mereka datang ke acara ulang tahun saya dengan membawa hadiah yang indah-indah. Buat saya itu adalah kejutan yang menyenangkan.,"Wong-wong iki ngunjung acara ulang tahunku kanthi nampa hadiah sing apik-apik. Kanggo aku, iku wonten dolanan sing rame."
"Setiap hari, saya selalu memilih baju yang nyaman dan pas di badan sebelum pergi ke kantor.","Saben dinten, kula sok milih baju sing nyaman lan kelas kadhangkala sadar ing badan sadurunge mlaku nganti kantor."
"Setelah hujan turun, saya merasa udara menjadi lebih segar.","Sawise ujan, aku ngrasakne udara luwe sing luwih spesial."
Mobil itu membutuhkan perbaikan dan pemeliharaan secara teratur agar tetap terawat dan berfungsi dengan baik.,Mbok mobil iki kudu diperbaiki lan dijaga supoyo tetep diparingi lan jalane apik kaliyan teratur.
Kabar berita gembira dari pihak berwenang cukup menyenangkan hati mereka.,Khabar pemirsane ayem saking piyambakipun amat becik ati menawa disandingi sadurung-durungipun.
Tema yang diangkat dalam pertemuan tersebut sangat menarik perhatian para peserta seminar.,Temane sing diangkat ing pangresepangan iki amat menarik perhatian para peserta seminar.
Dia menolak untuk memberikan contoh.,Dheweke nolak nalika disiwakake contone.
Kamu bisa menghubungi saya melalui email atau nomor telepon yang tertera di profil.,Kowe bisa ngetokno aku lewat surel utawa nomer telepon kanggo tindak ing profilku.
"Setiap tahunnya, pihak sekolah selalu menjalankan kegiatan bakti sosial sebagai salah satu bentuk pengabdian kepada masyarakat sekitar.","Setahun miturut, pihak sekolah dumunungaken kegiatan bakti sosial minangka salah siji bentuk pengabdiyan kanggo warga sekitar."
"Pada saat itu, banyak masyarakat yang merasa khawatir dan resah karena adanya kebakaran hutan yang terjadi di sejumlah wilayah.","Nalika waktu iku, luwih saking setunggal wilayah uga padha mlebu swarna lan gelis kaya sira kabeh saweneh kanggo kasus kebakaran hutane."
"Walaupun dia memiliki banyak kelemahan, ia masih bisa bertahan dalam situasi yang sulit.","Nalika wis ana akeh kekurangane, tetep bisa nepungkake meniko lebay kondhisi kang susah."
Para siswa harus tetap mengikuti aturan yang telah ditetapkan oleh sekolah.,Para siswa kudu tetep patuh marang aturan sing wis takontrimaaken dening sekolah.
Dia selalu bersemangat untuk mengikuti kegiatan-kegiatan yang berkaitan dengan lingkungan hidup.,Dheweke mripat mligi njaluk nututi kegiatan sing duwekait karo lingkungan kaya aktivitas komunitas peduli lingkungan.
"Perjalanan ini akan melewati beberapa desa yang masih sangat asri dengan sawah, hutan dan sungai di sekitarnya.","Perjalanan iki bakal nglewati saben desa sing durung banget negesake kono kanthi persawahan, hutan lan kali ing ngisoripun."
"Pada saat yang sama, ia juga merasa was-was dan khawatir terhadap tugas yang harus dikerjakan.","Ing sesuk iku, dheweke uga ensik-ensik lan khawatir bakal tugas sing kudu digawe."
Ayah membelikan saya sebuah kado yang sangat cantik di hari kelahiran saya.,Bapak ngalengi aku sawijining kado sing amat cantik ing dinten lahirku.
"Selain itu, penggunaan bahan-bahan organik dalam pertanian dapat membantu mengurangi dampak negatif dari penggunaan pestisida sintetis.","Sampun ngendi, pangurangan penggunaan ramuan-ramuan organik ing nggriculture bisa nggarapakake efek negatif saka penggunaan pestisida sintesis."
Setelah itu saya melanjutkan perjalanan menuju ke kampung.,Sawise iku kula menerusake langkung menyang desa.
Kesalahan itu membuatmu belajar dari pengalaman dan menjadi lebih baik di masa depan.,Kasalahan iku ngajari kowe saka pengalaman lan luwih apik ing jaman nggone.
Banyak orang berharap agar pandemi ini segera berakhir sehingga kehidupan kembali normal seperti sedia kala.,Akeh wong ngarep supaya pandemi iki mung gae-rigya kabeh biyantu supaya urip normal kaya wingi.
Anjing yang berkeliaran di sekitar rumah belum juga ketemu pemiliknya.,Pitik sing nglayani ing ngarep rumah durung paringan ketemune mungsuhé.
"Banyak orang datang ke pesta itu, termasuk saya dan keluarga saya.","Banjur wong banyu kok datangake menawi adiwacarane, kalebu aku lan kulawargaku."
"Hari ini cuaca cerah dan panas, membuat suasana menjadi terasa segar.","Dinten iki cuaca legi lan sugih, nambah suasana ora kalah segar."
Ayah membelikan saya sebuah mobil dan ibu memberikan hadiah sebuah perhiasan.,Bapak ndhawuhaken mobil kanggo aku lan ibu ndelokake kado perhiasan.
"Perlengkapan yang diperlukan seperti shampo, sabun, dan handuk disediakan dengan cukup. Ada juga free wifi yang cukup kencang. Namun sayangnya, suasana kamarnya terasa sangat berisik karena terdapat jalan raya di depan hotel.","Perlengkapan sing kudu ana kaya shampo, sabun, lan handuk wis disediakno nganggo cukup. Ana uga wifi gratis sing sanare kencang banget. Nanging jenenge suasana kamaripun keterlaluan sibuk amarga ana jalan raya dhuwit hotel."
"Ibu tiri Elsa adalah orang yang sangat baik hati, selalu membantu Elsa dalam segala hal.","Mbok tiri Elsa wong sing luwih piyambak, mripat nduwur nulungi Elsa ing kabeh kasusane."
Jangan ragu untuk meminta bantuan jika kalian mengalami masalah. Kalian tidak sendirian dalam menghadapi tantangan hidup.,Ora usah ragu kanggo nuntutin pitulung yen kowe ana masalah. Kowe ora loro ndadèkake tantangan urip.
Mereka harus berpikir dua kali sebelum membuat keputusan besar seperti itu.,Dheweke kudu mikir-ngetokno loro sadurunge nindakake keputusan gedhe kaya gur kedho.
Mereka datang ke pesta ulang tahunku dengan berbagai kado yang tidak pernah ku bayangkan sebelumnya.,"Boten ana sing ana kagem ulang taunku nanging weruhku amarga ora pernah tak bayangake satekali, durung nemu."
"Apabila kita tidak bergerak untuk memperbaiki keadaan ini, maka kita akan semakin terpuruk dan sulit bangkit kembali.","Yen kita ora weruh weruh dumunungaken keadaan iki, mula kita makin merendeng lan rikil, ora gampang dadi kembali."
"Aku akan pergi ke pasar dan membeli sayuran, lalu ke toko baju dan membeli kemeja.","Aku arep neng pasar lan mbeli woh-wohan, banjur neng toko baju lan mbeli kemeja."
"Jangan menyepelekan bahaya kebakaran hutan, karena itu bisa menjadi bencana besar.","Ojo sembrono nglarang kebakaran hutan, sawise kuwi bisa jadi bencana gedhe."
Pohon beringin besar berdampingan dengan pohon cemara seperti pemandangan yang indah.,Rerenging wungu gedhe bisa dadihami kaliyan wungu cemara kayata pemandangan sing indah.
"Kami akan mengunjungi beberapa tempat wisata terkenal di Bali seperti Pantai Kuta, Tanah Lot, dan Pura Besakih.","Kulo bakal mampir ing padha tempat indah mligi ing Bali kaya Pantai Kuta, Tanah Lot, lan Pura Besakih."
"Ia membuka tasnya, lalu mengambil sebuah buku yang berwarna ungu tua.","Dheweke ngingetaken bag, trus njupuk salah siji bukune sing ngandika ungu kothak."
"Meskipun hujan lebat, kita harus tetap bertahan sampai sampai ada penampakan mobil.","Uga ndhuwur meski ujan deres, kita kudu tetep bertahan sampai nunggui tampilan mobil."
Saya senang dengan pemandangan hijau di sekitar kantor baru.,Aku seneng karo pemandangan ijo ing ngarep kantor anyar.
Para tamu mengatur sendiri daftar makanan yang ingin disajikan pada pesta pernikahan itu.,Para tamu njaluk ndhukung daftar panganan sing pengin disuguhake nalika pesta panganten kuwi.
"Ada pasangan yang menghabiskan waktu bersama selama berabad-abad, ada juga yang putus di tengah jalan.","Ana pasangan sing ndadekaké wengi bareng dening satus, ana sawisé putus tengah jalan."
Saya ingin mengucapkan terima kasih atas perhatiannya yang besar dalam membantu saya menyelesaikan proyek ini.,Aku pengen ngucapake matur nuwun kanggo perhatiane sing gede nggawe aku bisa rampungaken proyek iki.
Saya suka makan nasi goreng dan ayam goreng sebagai makanan favorit saya.,Aku seneng mangan nasi goreng lan ayam goreng minangka panganan favoritku.
Mereka sedang mempersiapkan bahan-bahan untuk membuat kue ulang tahun.,Sedaya lagi megatkeun bahan kanggo ngageulis pitik ulang taun.
Ibu memasak sup ayam yang gurih.,Ibu ngombyak sup ayam sing gurih.
Saya tidak bisa membayangkan hidup tanpa handphone.,Aku ora arep ngimajinake urip tanpa handphone.
Pemandangan dari puncak gunung sangat memukau dan memanjakan mata.,Pemandangan saking pungkasan gunung amat menakjubke lan nerapke mata.
"Setiap orang memiliki hak untuk hidup, merdeka, dan mengejar kebahagiaan.","Setiap wong ana hukume supaya urip, wonten kemerdekaan, lan lunga nggowo kebahagiane."
"Memasukkan tangan ke dalam kantong celana, Adi membayar biaya parkir kendaraannya menggunakan uang koin.","Nggawa tangan mlebu nganti tumindak kantong celana, Adi nebus biaya parkir kendaraane pake dhuwit recehan."
Ayah membeli buku pelajaran matematika dan sains untuk adik perempuannya yang akan mengikuti ujian sekolah.,Bapak tuku buku pelajaran matematika lan sains kanggo adik wanitane sing bakal nindakaken ujian sekolah.
"Ayam goreng, nasi goreng, dan sate ayam menjadi menu andalan di restoran tersebut.","Ayam goreng, nasi goreng, lan sate ayam jadi menu istimewa nang restoran ngendi kuwi."
Teriakan anak-anak yang sedang bermain di halaman rumah membuat suasana pagi menjadi lebih meriah.,Omongan bocah-bocah sing lagi main ing halaman rumah mriksi suasana dinten dadi adhem.
"Selain itu, ia juga membantu memasak dan membersihkan rumah.","Rika saka sinining, dheweke uga kabehi nglurugi lan ngebendhongi omah."
"Dia membuka kotaknya dan menemukan sesuatu yang mengejutkan, sebuah cincin kawin yang ia berikan sebagai hadiah pernikahan kepada sang mantan kekasihnya.","Dheweke nutupi kotak lan nemokna suatu mau sing takonane, cincin kawin sing wis takonake wulaon kado arep nikah ning mantan pacarnya."
"Besok akan berangkat ke Jogja dengan kereta, harus bangun pagi dan persiapkan diri dengan baik agar waktu berangkat tidak terlambat.","Sesuk bakal mulih menyang Jogja nganggo kereta, kudu padha nganti pagi lan ngrancang diri kanthi apik supaya waktu mulih ora keburu."
"Pada saat itu, saya memutuskan untuk mengambil cuti beberapa hari untuk merenung dan mencari solusi atas masalah yang sedang saya hadapi.","Ing sewaktu iku, aku putusake kanggo tumindak cuti sawise dina sak durunge mikir lan nggoleki solusi kanggo masalah sing lagi aku takoni."
Kami akan pergi ke pantai besok pagi. Kami akan berenang dan berjemur di sana sepanjang hari.,Awit besok dina kite bakal mudhun menyang watu. Kite bakal ngemang lan mlebu werna-werna nanging kok bisa karo ngringet kabeh.
"Meskipun kondisinya sulit, ia tetap berusaha untuk bangkit dan melawan kesulitan tersebut.","Uga yekti anane sawise angel, dheweke tetep mecoba kanggo panjenengan lan kerjo marang jeneng sanget."
"Walaupun cuaca sangat panas, tetap saja banyak wisatawan yang berbondong-bondong datang ke pantai ini.","Genah cuaca iku boten ora panas banget, tetep ana loro wisatawan sing antuk-antuk dateng nang pantai iki."
Dia menceritakan pengalamannya saat bertugas di desa terpencil.,Dheweke natei-natei pengalamane sajroning tugas nang desa tlempeng.
"Setelah makan siang, kami mengunjungi taman bunga yang indah dan menikmati pemandangan yang spektakuler.","Sawise ngakulawarsa, kita agawe lawang taman kembang sing apik lan ngangguyu pemandangan sing endah."
"Pariwisata adalah sektor yang penting bagi perekonomian Indonesia, karena mampu meningkatkan pertumbuhan ekonomi, menciptakan lapangan kerja, dan mendatangkan devisa.","Wisata iku sektor sing penting kanggo perekonomian Indonesia, amarga bisa nambahi pertumbuhan ekonomi, ngasilake lowongan kerja, lan ngembanakna devisa."
"Setelah menerima ibu jari tersebut, ia lalu menggenggam ibu jari itu dengan erat.","Sawise nampa jempol iki, dheweke banjur mbesut jempol iki nganggo erat."
Perjalanan ke pantai selalu menjadi momen indah bagi keluarga saya.,Pejalanan menyang pantai selalu dadi momen indah kanggo kulawarga dhewe.
"Waktu itu di bulan Mei cuaca sangat cerah dan hangat, sehingga banyak warga yang menghabiskan waktu di pantai.","Wulan Mei ing tembung kagunganipun cuaca amat terang lan adem, sampun rumiyin banyak sing numpakakno wengi ing pantai."
Dia siap mempertaruhkan nyawa demi menyelamatkan nyawa orang yang dicintainya.,Dheweke siap nyawa-jantung nandhang nyawa uwong sing diduwèni.
"Selain itu, musik dapat menjadi sumber relaksasi dan menenangkan pikiran.","Nalika sawise, musik isa dadi sumber karepelan lan nyeketke pikiran."
"Sebelum tidur, saya selalu membaca buku untuk menenangkan pikiran.","Sapanjang panggonan, kula isih nyingkal buku kanggo nyenangkan ati."
Dia kembali membuka lembaran baru di hidupnya.,Dheweke balik nglampahi kaca anyar ing uripé.
"Ayahnya memperoleh peringkat tertinggi dalam tes kompetensi, kemampuannya melebihi banyak peserta lainnya.","Bapaké gawé jowo nomer siji sajabaning ujian kompetensi, kemampuané iki luwih apik tinimbang wong liyane."
"Saudara-saudara, mari kita belajar lebih giat lagi agar bisa meraih cita-cita yang tinggi.","Adhe-adhe, ayo kita ngelmu maringi nggeh- nggeh cilik sing gebyar."
"Kendati demikian, negara Indonesia tetap memiliki keanekaragaman budaya yang luar biasa.","Apa pun uga, negari Indonesia tetep kapisan keanekaragaman budaya sing adoh panggih."
Mereka menyebutnya ''Kota Sepi'' karena sudah lama sepi dari penghuni.,Sirahane ''Kota Sepi'' amarga wis lama sepi saka wong-wong nang ana.
"Selama saya mencoba menghidupi binatang-binatang tersebut, saya belajar banyak tentang kehidupan di alam liar.","Sawise aku coba menehi urip kewan sing ana, aku njupuk becik saking urip ing alam kawon."
Kecepatan mobil itu sangat tinggi dan suara mesinnya sangat bising.,Kecepatan mobil iki banget cepet lan swara mesinipun banget bising.
Banyak orang yang merasa tidak puas dengan hasil karya tersebut.,Leresing uwong sing ora legowo karo asil karya tersebut.
Selama ini ia merasa kurang disukai oleh kebanyakan orang di sekitarnya.,Selama iki dheweke ngetokake yen badhe mung swara ora pikahen dening wong luwih adhem ing sijining jinis.
"Ayam goreng itu diolah dengan bumbu rempah yang segar membuat cita rasanya semakin nikmat, tekstur kulitnya sangat renyah dan daging di dalamnya sangat empuk.","Ayam goreng iki diolah nganggo bumbu rempah sing seger nggawe citarasa teges rewangga semakin enak, tekstur kulite bakalan kekrem lan vedhe di kangke daginge iku sajroning mlempem."
Hari ini cuaca sangat panas sehingga membuat kulit terasa gatal-gatal dan terbakar matahari.,"Dinten iki cuaca amat panas, mlebu kulit rasane gatal-gatal lan tangan matahari dibakar."
Bagaimana cara kita bisa menyelesaikan masalah ini dengan cepat?,Kiye carane tumindak masalah iki cepetno piye?
"Hari ini udara sangat panas, sehingga saya memutuskan untuk menghabiskan waktu di pantai.","Dinten iki udanane tresna ngguyu, totodene aku njupuk keputusan kanggo mbendolaken adhine nang pantai."
"Setiap kali musim panas tiba, saya selalu merindukan suasana pantai yang menyejukkan.","Kanggo setiap musim panas kadhung, kula sliramu kangen karo suasana pantai sing nglilakake ati."
